text,label
"Pored toga , film odlično predstavlja neke ljudske osobine poput podlosti , skepticizma i morbidnosti i u globalu , savršena je slika današnjeg društva koja je prikazana na jedan stvarno originalan i definitivno drugačiji način koji će obilježiti ovu godinu na izmaku .",2
Ocjena Serije : 2.5 / 5,1
"Međutim , ako želite više nasilni poput Deadpoola ili crossovera s MCU-om , onda ih ne biste našli ovdje .",0
I Dannyev stari prijatelj otac Chuck ( Mark Gagliardi ) .,1
Redatelj : Taika Waititi,1
"Tu je i neka akcija u ovoj seriji , i napeta je i uzbudljiva .",2
"Ocjena na IMDb.com mu je 5,9 / 10 a na Tomatoesima malih 25% .",0
"Većina sekundarnih likova nije iskorištena , nedostaje im , kontekstualizacija .",0
"Žanr : Drama , Fantazija , SF",1
"Za njega , ona je stvorila originalan način predstavljanja podvodne ljepote , koja sada ima sljedbenika u brojnim programima žanra .",2
Trajanje filma : 42 : 00,1
Ocjena : 9 / 10,2
"Konačno , kao kompletna serija od 13 epizoda , mislim da nedostaje brz tempo koji je Daredevil imao i osjetio malo previše .",0
"Glavne uloge Glumci : Anya Taylor-Joy , Moses Ingram , Bill Camp , Thomas Brodie-Sangster , Marielle Heller , Harry Melling , Rebecca Root",1
"Neki od problema ovdje proizlaze iz upotrebe istih glumaca u 80 - ima kao vremenska crta iz 2013 . , s debelim slojevima šminke i prekomjernom garderobom kako bi obje glumice učinile mlađima .",0
Bila mi je mala navika da to učinim da bismo mogli uspoređivati remake i vidjeti je li bolji ili lošiji .,1
Manijak,1
Godina : 2018,1
"Gledao sam ga , kao nijedan film do sad , na relaciji Kalesija – Beč .",1
"Reditelji filma su braća Spierig , koji su ranije radili horor sa Hawk-ijem ‘ Daybreakers ’ ali i nepoznati triler ‘ Undead ’ .",1
"Zemlja : Kina , , Engleska , SAD",1
Plus njegov odnos sa slatkom kćeri Cassie ( Abby Ryder Fortson ) bio je divan .,2
A Matt Damon kao glavni lik ?,1
"Ne mora imati mnogo akcije niti borbenih scena , sudske drame niti ispitivanja .",1
"Tek negdje od pete epizode stvari počinju dolaziti na svoje mjesto te se prva sezona počinje rasplitati konvencionalnim ritmom , iako još uvijek ne i na konvencionalni način .",1
"Aldis Hodge glumi Decourcy Ward , pomoćnika okružnog tužitelja s kojim Rohr radi kako bi pokušao riješiti srž slučaja .",1
Priča je bila postavljena na planeti Krypton mnogo godina prije nego što su događaji Kal-Ela ili Supermana poslani na zemlju .,1
"Ako ste uživali u Cosmosu 2014 . , sigurno ćete uživati u ovome .",2
"Žanr Avantura , Drama , SF",1
Myles Truitt je trebao više vodstva sa svojom ulogom .,0
Datum izlaska : 23 December 2016,1
"Ako se vratite na kraj 2014te godine i pogledate listu najočekivanijih filmova za ovu godinu na izmaku , listu onih koji mnogi nazivaju ‘ velikim ’ filmovima , definitivno ćete ugledati i ovaj naslov .",1
Nisam vidio smisao korištenja regruta kao dokaza koncepta .,0
"Kasnije će se otkriti da je Jackova sumnja bila opravdana i da je terorist pod nazivom Sulejman ( Ali Suliman – The Kingdom , Body of Lies itd . )",0
Žanr : Akcija | Horor | Sci-Fi,1
Ximi :,1
"Ovo je drugi found-footage horore o ovom stvorenju ove godine ( Bigfoot ili vam ga Sasquatch ) , ali sigurno i ne zadnji found-footage horor ove godine .",1
"Cassie bi također koristila svoju jedinstvenu sposobnost da pomogne svom ocu detektivu Tomu Hackettu ( Paul Blackthorne – Lagaan , Arrow TV serija itd . ) .",2
"Ako volite serije s atributima koje sam ranije spomenuo , onda biste definitivno mogli isprobati i možda ćete uživati kao i ja .",2
Redatelj : Jennifer Yuh Nelson,1
Redoslijed akcije u Koreji i vrhunska scena bila je sjajna .,2
Godina : 2020,1
Ni moderna talijanska upotreba nije njihov prvi izbor .,1
Tom Clancy ’ s Jack Ryan,1
"Alisa se ponovo vraća u Zemlju Čudesa , ali ovoga puta mora putovati i nazad u vrijeme kako bi spasila Ludog Šeširdžiju .",1
Pogledao sam na internetu i bio je iz mladog romana s istim naslovom Alexandra Bracken .,1
Datum izlaska : 16.11.2017 ( svjetska premijera ),1
"U svijetu gdje dinosaurusi i ljudi žive , rame uz rame , Apatosaurus imena Arlo , sklapa prijateljstvo sa malim izgubljenim dječakom .",1
I mene je to zabavljalo i drago mi je što sam je imao priliku gledati .,2
Film je uspio namaknuti preko 392 miliona dolara na budžet od 125 miliona i ova dobra zarada najavila je i nastavak .,2
Srbija 02.03.2017 .,1
Ne mogu tek tako nastaviti dalje da iznosim mišljenje o ovom filmu bez da ne spomenem nešto zbog čega će čitava ova kritika imati smisla .,1
"Jennifer Lawrence , kao što je bilo i za pretpostaviti , najviše je imala koristi od samog filma , ali najviše je i uložila , mada nije jedina koja je dobra od ‘ Igara Gladi ’ , dobra je i sama autorica knjige .",2
Iako će ponekad likovi u dobrom biti direktni .,1
"Reditelj filma je Stepehen Daldry , nominovan već za 3 Oskara , poznat po filmovima kao što su ” Billy Elliot ” , ” Sati ” , ” The Reader ” , ” Jako glasno i nevjerovatno blizu ” i ” Fussbalfieber ” .",2
Trajanje filma : 02 : 15 : 00,1
"Ximi : dug , tmuran , sablastan , san , mora",0
"Prvi se zove Bobby Axelrod karizmatik i šarmer koji zamalo nije nastradao kao žrtva napada na blizance 11 novembra , a glumi ga sjajni Damian Lewis , drugi koji predstavlja lice pravde je Chuck Rhoades , čovjek s velikim podočnjacima , sado mazo porocima , ne tako velik karakterom , a osoba koja glumu ovu uvjerljivu ulogu je Paul Giamatti .",1
"Osim dobre hemije među zvijezdama , također sam osjetio da je Mantisov lik bilo zabavno vidjeti , pogotovo kad god je bila interakcija s Draxom .",2
"Temeljem klasične franšize video igara istog imena , a napisao ga je Warren Ellis , ovo je možda najsavremenija adaptacija video igrica svih vremena .",2
Također posvećuje veliku pažnju na živote i motivacije talijanskih otmičara .,1
"Vizuelno je jako impresivan i što se tiče toga , film je maestralan , ostavljajući stvarno bez daha jer od početka do kraja prati nas takav način snimanja da djeluje kao da nas silno želi uvući u sebi – i uvlači nas .",2
"Ovdje se nešto dogodilo … zabavan je , zanimljiv je i nije najgora stvar .",2
"Sve u svemu Big Little Lies je serija vrijedna pažnje ako ste ljubitelj bilo kojeg od aktera kao sto su Nicole Kidman , Reese Witherspoon , Shailene Woodley , Alexander Skarsgard i Zoe Kravitz .",2
"Po prvi put , „ zeleni “ se čini spremnim na saradnju .",2
Najsvježiji primjer dobre priče u avionu je svakako ‘ Non-Stop ’ koji vas bukvalno drži uz sebe non-stop .,2
"se vratio u svoju domovinu Wakanda zajedno sa svojim povjerljivim povjerenikom Okoye ( Danai Gurira – All Eyez On Me , The Walking Dead TV series itd . )",1
"I budući da sam vidio ovaj film s Dolby Atmos sustavom zvuka , također je dalo više uzbuđenja tijekom neizvjesnih prizora dinosaura koji prijete životu naših protagonista .",2
"Nije to najgora drama godine , ali vjerojatno će je prilično brzo zasjeniti neki od dolazaka 2020 .",1
"Ximi : Sve i ništa , pogledajte i sami ocijenite",1
"Međutim , njegov “ mirni ” život uskoro će biti poremećen kada ga je primijetio tajnoviti lik koji se zove Micro ( Ebon Moss-Bachrach ) i bio je vrlo dobar u hakiranju .",0
"Dosta dobrih akcionih momenata , dosta napetosti i zabave i likova zbog kojih je sama franšiza i dan danas popularna , pa tako u ovom dijelu , i dalje obara s nogu fenomenalni Arnold u staroj dobro poznatoj ulozi , odličan rad kastinga što se tiče Emilie Clark , Jasona Clarka pa i par momenata gdje možemo vidjeti J.K .",2
Tako je zabavna i jedna od najboljih stvari u sezoni .,2
"Riječ je o ‘ Cannibal Holocaustu ’ , a sve epitete koje su vezali za njega , vezali su s razlogom jer mnogo ubijenih životinja u filmu se zapravo dogodilo , sumnjalo se da su i neki glumci umrli tokom snimanja pod sumnjivim okolnostima , da su scene silovanja bile stvarne a reditelj je malo nešto odležao i u zatvoru .",0
"Dugo se čekao ovaj film i to iz više razloga ; dobrog kastina , odlične najave i primamljive priče , pa je noćas bila savršena prilika da ga i pogledam .",2
Datum izlaska : 13 .,1
"Žanr : Animirani , Avantura",1
Imajte na umu do je riječ o znanstvenom filmu koji uključuje veliku misteriju za rješavanje .,1
Sve u svemu ovaj film bio je zaista porodičan .,1
Napomena : Recenzija sadrži elemente zapleta i završetka filma,1
"Reditelj filma je Patrick Hughes , koji iza sebe ima , ne toliko poznat film ‘ Red Hill ’ .",1
Čini se da film ima legitimni nedostatak razumijevanja onoga što želi biti .,0
Ocjena : 8 / 10,1
Kao i emocionalni trenutak u sredini koji je malo utjecao na moju djevojku .,2
Kin ( 2018 ),1
"Osvaja pričom , likovima , zanimljivim zapletom i bez obzira što igra po pomalo poznatoj formuli , film će biti savršen , za djecu , a za nešto starije , pravi animirani film kakav dugo niste gledali .",2
Ant-Man i Wasp ( 2018 ),1
"Pored 5 glavnih glumaca , serija je također imala neke ponavljajuće likove i gostujuće zvijezde kao što su Timothy Hutton ( Ordinary People , Leverage TV itd . )",1
IMDB Ocjena Filma : 6 / 10,1
"Shvativši da je prijetnja prevelika da djeluje samostalno , Batman je uz pomoć svog batlera Alfred ( Jeremy Irons – Beautiful Creatures , Margin Call etc ) , vjerovao da trebaju formirati savez s drugim osobama s posebnim sposobnostima za borbu protiv Steppenwolfa i njegovih stvorenja zvanih parademoni .",1
"Osim fora priče , ovaj film nas je počastio i predivnim scenama bogate šume koja je uistinu predivna kada je obogaćena 3D efektima .",2
Pretty Little Liars spin-off je pokušan prije .,1
"Likovi su dobro razvijeni , smiješni i imaju čovječanstvo , vidljivi u svojim nesavršenstvima , što nas približava .",2
"Ximi : You ’ re born in the gutter , you end up in the port",1
"Posljednji segment je stoga sasvim prirodan , on ce biti vise ili manje predvidiv , povezan je s jednim od prethodnih segmenata izaziva vrhunac nečije sudbine u sretnom kraju , sto dovodi cak i do ismijavanja .",1
Datum izlaska : 7 .,1
Redatelj : Jean-Marc Vallée,1
"Glavne uloge Glumci : Hannah Ware , Olivia Chenery , Stephen Campbell Moore , Dimitri Leonidas , Eric Kofi-Abrefa , Gregg Chillin , Zoe Tapper , Leanne Holder , Lois Chimimba , Amir El-Masry , Albano Jeronimo",1
Spider-Man : Povratak kući ( 2017 ),1
Jedan od Curtisovih članova skupine bio je Lewis Wilson ( Daniel Webber ) koji je patio od akutnog PTSP-a i činilo se kao da će uskoro eksplodirati .,0
"Međutim , nakon što sam završio gledati film , osjećao sam da odluka Sony pictures da se pridrueži Marvel studio bila ispravna , jer je ovaj film bio fantastičan .",2
"U tom prvijencu , Bill Murray , odnosno njegov lik mi je bio nekako pretenciozan i antipatičan , a u neku ruku i seksualno isfrustriran .",0
Pokazalo se da Kyle ima neku vrstu “ moći ” koje su se demoni bojali i napustili bi tijelo koje su zarobili .,1
"Serija govori o mnogim ljudima uključenim u aferu , uključujući i kalabričke gomile otmičara , na čelu s nepredvidljivim i opasnim Primom ( Luca Marinelli ) .",1
War for the Planet of the Apes,1
"Film istražuje puno više predanja Titana , postavljajući temelje za njihovu veliku bitku , šireći svoj svijet i prirodu .",1
Bio je jednako ljubazan i sladak kao ranije .,2
Sve odgovore pronađite u ovom vrlo zanimljivom i iznenađujuće zabavnom filmu o katastrofi .,2
Već znamo da je Nathan Fillion najprikladniji za gledanje i The Rookie izgleda kao da mu dobro pristaje .,1
"Treći dio ‘ Igara ’ je nekako slabo dinamičan , a pod tim mislim da nema toliko akcije koliko smo navikli da ova saga dostavlja i nekako djeluje preglumljeno i prepotentno , i želeći da istakne da se sada radi o ozbiljnim stvarima , o konačnoj socijalnoj pobuni i o buđenju demokratije , što je nekim zemljama i dan danas strano , film gubi svoj sjaj i većinom je sadržaj praznog hoda .",0
"Bez ikakve šanse za potencijalne nastavke i bez ikakve nade da pronađe armiju fanova , ovaj film je skliznuo u zaborav i jedino što mi možemo je ne osvrtati se unazad .",0
"Koliko će zaraditi , nije neka misterija , vjerovatno hiljadu dvije a koliko je koštao , po mojoj slobodnoj pretpostavci , možda pola miliona dolara .",1
"Prijem kod publike i kritičara je bio relativno mlak , iako je poster obećavao još zabave , još ludila i akcije i jednu nimalo površnu priču .",1
Instinkt TV Series ( 2018 – ),1
Tko zna ?,1
"Sam kraj filma mi je ” raznio ” mozak , a film mi je još pod kožom i još ga procesuiram , nećete vjerovati .",2
Redatelj : Sam Esmail,1
"Uz to , živuća legenda Nicolas Cage čini zaista dobrog domaćina / voditelja , pa je to izvrstan bonus .",2
"Rode više ne donose djecu , već su se prebacile na pakete , ali kada dođe narudžba za dostavu djeteta , morat će se odabrati roda koja može izvršiti takav zadatak .",1
Ocjena : 6 / 10,1
Uvjerite se da najprije gledate prethodni film iz 1982 . godine 2 .,1
TV SERIES Tom Clancy ’ s Jack Ryan ( Seasons 1 ) 2018 Recenzija Serije,1
Hrvatska 20.09.2018 .,1
"No , volio sam način na koji se pojavio više od 1 karaktera iz prethodnih serijala poput Daredevil i Jessica Jones , plus također referencu na Luke Cage , iako se ova tri heroja nisu pojavili uopće .",2
"Da nastavim dalje sa radnjom filma … I televizijska ekipe , pod pritiskom ugovora , prati ekipu istraživača gdje god oni krenuli , pa makar to i značilo u zabranjene zone ili u zone koje će im zasigurno donijeti smrt .",1
Datum izlaska : 6 .,1
Redatelj : Andy Tennant,1
Moj jedini problem s tim je da se tempo ponekad može malo previše spustiti .,0
"Ali ne iz razloga jer je riječ npr . o filmu godine , o nezaboravnom iskustvu , ne , ništa tako .",1
"Ocjena Filma : 3,5 / 5",1
Cilj je bio stvoriti dinamiku u kojoj će se junak ( Keanu Reeves ) istovremeno suočiti s ogromnim intelektualnim i emocionalnim rizicima .,1
"Bez odmaranja , bez pauze , bez pretjeranih objašnjavanja i priče .",1
Stoga ako možete zaobiđite ovo u širooookom luku .,0
Zemlja : SAD,1
B i H 23.08.2018 .,1
"Kada je Seg-El posjetio nekoga pod imenom Adam Strange ( TV serije Shaun Sipos – Melrose Place ) , cijeli će se život drastično promijeniti .",1
"Ako smo usporedili film s njegovim prethodnikom , ovaj se osjećao mnogo lakšim .",1
"Međutim , tajno je prao novac za meksički kartel narkotika , a kada se njegova veza s njima pogorša , Marty odluči da premjesti sebe i svoju obitelj u Missouri Ozarks kako bi pokušao razriješiti ovu situaciju .",1
Otajstvo oko Sydneya i također Megan plus Markov odnos također su se razvili .,1
Zašto to ?,1
Odlučio sam da bi bilo lako završiti prvu sezonu i vidjeti sto je to bilo .,1
"Glavne uloge : Donald Sutherland , Hilary Swank , Harris Dickinson , Brendan Fraser , Michael Esper , Anna Chancellor , Hannah New",1
"U svakom slučaju , ako je ovo posljednji film o Wolverineu , možemo biti sretni da smo dobili ovako kvalitetan film , te se samo nadamo da taj dojam neće pokvariti neka nova najava nastavka , pogotovo imajući na umu da će ovaj film vjerojatno rasturiti u kinima .",2
Pod naslovom Abraham Lincoln : Lovac na vampire ( dovoljno je smiješno usporedio i jedan od kritičara ove serije ) .,1
"sa ženom koja je imala 64 ličnosti , Ritom Farr ( April Bowlby – Drop Dead Diva TV serija itd ) , bivšim poznatim filmom iz 50 - ih , Larry Trainor ( Matt Bomer – TV serija White Collar , Lijepi momci itd . )",1
"Nakon nekog vremena , navikao sam se i odlučio sam uživati u filmu .",2
"Tresla se brda , rodio se miš … i to mali prljavi , bezlični , dosadni miš koji širi kugu i kojeg bi rado ubili ili makli s vaših očiju .",0
"Reditelj filma je Marc Webb koji je režirao i prvi dio ali i poznatu dramediju ” ( 500 ) dana ljubavi ” , a prihvatit će se rediteljske palice i za treći dio .",1
"Neki performansi , naročito od Luke Evansa , i više su nego patetični a to je neoprostivo za film ove veličine , no nije on jedini problem koji je unazadio ovu sagu , ali kad već spominjem ekipu , i to onu ispred kamere , njega želim posebno istaći .",0
Nisam siguran je li se film samo usredotočio na IMAX i da zato nije imao dobar sistem zvuka .,0
Moj je dah bio oduzet ovdje u mnogim slikama .,2
"Žanr Akcija , Avantura , Fantazija",1
"Do sada je film zaradio više od 314 miliona dolara širom svijeta , a tek je u trećoj sedmici prikazivanja .",1
"Tokom jednog incidenta , Cade se susreo s mladom djevojkom po imenu Izabela ( Isabela Moner – Middle School : The Worst Years of My Life ) koja će kasnije imati neki dio u svojoj budućoj misiji .",1
"Bio je to nastavak filma u kojem sam uživao još davne 2013 . godine pod nazivom Pacific Rim , ali s većinom različitih likova .",2
Pohvala za soundtrack i impresivne efekte .,2
"Upravo je ta misterija koja stvari otkucava , premda ima nekoliko lijepih zaokreta na putu za svakog lika da biste se vratili po još .",2
"Akcijske sekvence ovdje su bile apsolutno uzbudljive , intenzivne i uvelike učinjene .",2
"Joel Kinnaman igra Takeshi Kovacs , cool momka u središtu ove priče .",1
"Uglavnom su u pitanju amateri , koji iza sebe nemaju glumačku karijeru .",0
Ocjena : 9 / 10,2
Trajanje filma : 01 : 43 : 00,1
RedateljJosh Trank,1
Na Afričkom suncu na pojedinim mjestima stvarno se serija osjeća malo drugačije od uobičajenih američkih pogleda koji dominiraju ovim žanrom .,2
"U svakom slučaju , vidjet ćemo kako je će to završiti za nekoliko mjeseci .",1
Istovremeno nude nešto više od kratkotrajnih pogleda na ono što ne mogu .,1
"Zapravo sam mislio da bi ih malo trebalo kategorizirati kao zvijezde gostiju , a ne glavne uloge , poput likova Liz ili Xanadu ( Jeryl Prescot ) .",0
"Čini se da je u močvari zaista bilo nečega , a nakon incidenta , Alec je nekako pretvoren u stvorenje koje je kasnije nazvano Swamp Thing ( Derek Mears – petak , verzija 13 2009 . , itd . ) .",1
"Uglavnom , itekakav deficit .",0
Banda iz Baker Streeta – The Irregulars 2021 Sezona 1 ( TV SERIES ) Recenzija Serije,1
"Također sam volio make up efekte i , naravno , nevjerojatne zvučne efekte posebno tokom borbi , snimanja , eksplozija i neizvjesnih scena .",2
Godzila protiv Konga ( 2021 ),1
Siječanj 2016 .,1
Trajanje od 2 sata 40 minuta filma ima je definitivno svoje perks objašnjavajući sve u detalje .,1
RedateljDuncan Jones,1
"Propustio sam skoro pola utakmice da bih počeo s filmom jer me čekalo još obaveza poslije svega , pa čisto da ukombinujem sve i to na vrijeme .",1
Za vrijeme snimanja scene fascinantno je mjesto gdje Sam Worthington mirno sjedi da diše u na dnu bazena ili da ne može osjećati hladnoću nakon što stavlja ruke u spremnik leda .,1
"Dakle , ako ste u potrazi za još jednim Marvel super herojem u svom filmskom svemiru .",1
"Žanr : Akcija , Misterija , Drama",1
"Bez obzira što ima potencijal , nije ga iskoristio i nema dalje .",0
"Žanr : Akcija , Drama , SF",1
U ovom trenutku jedini ljudi koji mogu slobodno živjeti poput ptica su oni koji imaju imunitet na virus tj . koji su označeni žutom narukvicom .,1
"Glavne uloge : Eva Green , Samuel L . Jackson , Kim Dickens",1
"Ocjena 2,5 / 5",1
"Postoji i hrpa licenciranih pjesama koje se koriste tijekom cijele sezone i oni rade dosta dobro u svojim scenama , a prilično poboljšavaju navedene scene .",2
Wild Oats,1
Mogao je izbjeći zarobljavanje od drugih loših čudovišta ?,1
Godina 2016,1
U ovakvoj situaciji je jasno da gluma ne može biti na naročito visokom nivou .,0
"Nisam previše siguran zašto , ali film nije imao jake osjećaje iz 90 - ih , vjerojatno zato što su neke scene prikazane u svemiru / drugom planetu .",1
Datum izlaska : 2015 .,1
"‘ Big Hero 6 ’ ima jednostavan recept za uspjeh jer nam plasira dovoljno momenata zabave , šarenolikih scena i zanimljivih momenata da nam ni na tren neće biti dosadno .",2
U filmu nedostaje visceralna osebujnost unatoč njegovom prevelikom proračunu .,0
Pa što se zapravo dogodilo u Kandaharu ?,1
"Glavne uloge : Margot Robbie , Chris Pine , Chiwetel Ejiofor",1
IMDB Ocjena Serije : 8.0 / 10,1
IMDB Ocjena Serije : 6.8 / 10,1
"Film otvara Greg ( Owen Wilson ) , uredski zaposlenik koji očito nije baš prilagođen onome što se događa na njegovom poslu .",1
"Dakle , sada imamo našu Peaky parcelu .",1
Maze Runner The Death Cure,1
Godina : 2017,1
Ovaj mladi talent koji je poznat po svom performansu u “ Franz ” i “ Pet ” je ponovo sjajan u ulozi sina Cousteau .,2
"Dok se Alita počela prisjećati vlastite povijesti , polako shvaća da joj nije namijenjeno da bude samo normalna djevojka koju joj je poželio dr . Ido .",1
Datum izlaska : 8 July 2016 ( USA ),1
"Gloria ( Anne Hathaway ) ima dugotrajne probleme koji joj se događaju : ona pati od mentalnog problema i alkoholizma , zbog čega se bori sa svojom memorijom .",0
") , Stručnjak za Kleopatru po imenu dr . Ana Castilo ( Alicia Coppola – Nacionalno blago : Knjiga tajni itd . )",1
"Prije osam godina , da , da .",1
Redatelj : Peyton Reed,1
Ocjena Filma : 2.5 / 5,1
I mislim da je napravio fantastičan posao s timom .,2
"Uglavnom radnja se vrti oko mladića Caleba , poprilično usamljenog , koji ” osvaja ” nagradu da ode i bude dio eksperimenta o umjetnoj inteligenciji .",1
Stanovnici uopće ne smiju izlaziti iz kuće i bit će upucani na licu mjesta ako to prekrše .,1
Sviđa mi se lik Paul Blackthorne kao otac ljubavi koji je imao dilemu kada je u pitanju korištenje dara njegove kćeri za rješavanje slučajeva i mislim da je Harriet Dyer prilično uvjerljiva kao Cassie .,2
"Rađeni su mnogi ustupci kako bi film mogao biti snimljen do samog kraja , zato je mnogo toga u filmu prilično nespretno učinjeno .",0
"Dakle , ako niste ljubitelji Transformers prethodnih filmova , ovaj bi zasigurno uhvatio vaše srce .",2
"Zanimljivo je da je ova serija labavo utemeljena na stripu istog naslova iz Vertigo ( dio DC komičara koji se specijalizirao za različite vrste junaka ili antihiper-heroja , poput Lucifera ) .",1
Imalo je potencijal da bude nešto što je privlačnije i bitnije od svog krajnjeg proizvoda .,2
"Ovdje su bili zabavni i posebice Randall Park kao agent Woo , a Luisov tim Dave & Kurt ( koji su igrali tip TI Harris i David Dastmalchian ) .",2
"Inspirisan Japanom ili Kinom , s obzirom da je radnja sva ispunjena motivima koji aludiraju na istočnu Aziju , film veoma spretno i smjelo upražnjava termin ” avanturistička porodična priča ” , s obzirom da vas svojim , ponekad strašnim , ali zanimljivim , mudrim i komičnim likovima vodi na jedan predivan put pun prepreka , izazova i životnih raskrsnica koji nas na kraju dovodi do jedne univerzalne poruke kojom se može okoristiti svaki pojedinac ( doduše , stariji pojedinac , s obzirom da kombinovanjem spiritualnosti , magije , origamija i zlih duhova , djeci možda bude pretežak i konfuzan )",2
Slučaj je ponovo težak i neobjašnjiv ali ne i nerješiv .,1
"Glavne uloge : Rami Malek , Christian Slater , Portia Doubleday",1
I Frypan ( Dexter Darden ),1
Atlas oblaka ( 2012 ),1
"Za razliku od All the Money in the World , koji se malo trudio da kondenzira veliku priču u dugotrajnu izvedbu .",0
"Williams je također dobra , vrlo efikasna u izazovnoj ulozi .",2
"Inovativan , zanimljiv , uzbudljiv , napet , dramatičan , provokativan , intelektualan , sa predivnim scenama svemira , ‘ Interstellar ” je jedno od najboljih Nolanovih ostvarenja ali i najbolji film iz 2014te godine o kojem će se još dugo dugo pričati .",2
"Sigurno jedan od razloga zbog toga je što ova serija donosi mnogo kontroverzi , budi temu nacionalizma u Evropi , i postavlja pitanja koja leže duboku u nama .",1
"Redatelj : Carlton Cuse , Graham Roland",1
"Niles Caulder aka šef ( Timothy Dalton – Dozvola za ubijanje , Hot Fuzz itd . )",1
"Reditelj filma je Gabe Ibanez , španjolac , koji iza sebe ima samo jedan film , i to manje poznati , ‘ Hierro ’ .",1
"Producent : Ping Chen , Tie Dong Zhou",1
Ali ne možete vi stvoriti kvalitetan film kada vam je na prvom mjestu vizualno predstavljanje filma .,0
Godina 2016,1
Bi li Wuba mogao ponovno sjediniti sa svojim roditeljima ?,1
"Stoga ne iznenađuje što se povijest pobrinula da se pronađe poveznica između ta dva entiteta , i to u obliku jedne od najskupljih , najiščekivanijih , najambicioznijih i najprestižnijih TV-serija ove godine .",2
Titlovan Trailer Filma :,1
"Vjerovatno stoji na listi najočekivanijih filmova u 2015oj godini s obzirom da je imao primamljivu najavu i dobre glumce koji naime i prodaju film , a tema ‘ umjetne inteligencije ’ je nekako uvijek aktuelna , pa i zadnji film iz kategorije ‘ sci-fi ’ filmova na mom sajtu je upravo film koji govori o tome .",2
Redatelj : Steven S . DeKnight,1
"Film je na skromnih 19 miliona dolara budžeta , zaradio preko 133 širom svijeta .",2
"Ocjena na IMDb.com mu je visokih 3,6 / 10 a na Tomatoesima slabih 9% .",1
Alan Taylor je reditelj filma poznat po nastavku ‘ Thor ’ a i nekim serijama .,1
Onda bolje da budete spremni pričekati neko vrijeme sve dok to zaista ne budete zainteresirani .,1
Pronađite ih sve u ovom filmu tinejdžera sa super moćima .,1
Trajanje Serije : 29 : 00,1
"Prošle su godine otkako je njegov sin ubijen u ” Pročišćenju ” , pa je narednik Barnes posvetio život kako bi sačuvao senatoricu Charlie Roan koja se na predstojećim izborima bori protiv te dugogodišnje tradicije u Americi .",1
"Usput , početna kreditna scena bila je prilično nevjerojatna .",2
"Glavne uloge Glumci : Yim Si-wan , Shin Sae-kyeong , Choi Soo-young , Kang Tae-oh , Park Yeong-gyu , Cha Hwa-yeon , Lee Bong-ryeon , Ryu Abell , Seo Jae-hee , Yeon Je-wook , Choi Jae-hyun , Lee Jeong-ha , Park Sung-jun , Lee Hwang-eui , Lee Shin-ki , Kim Dong-yeong , Kim Si-eun",1
Hrvatska 10.08.2017 .,1
Prošlo je neko vrijeme otkada sam bio posve upućen seriji s tinejdžerima .,1
"Moja djevojka i ja jako smo uživali u ovom filmu , jer ga nismo analizirali .",2
Producent : Leigh Whannell,1
Godina 2016,1
"Ovakva vrsta filma mislim da će posebno leći ljubiteljima video-igara , tipa ” Doom ” , kojeg sam i ja igrao , doduše onu verziju iz 1993 . , te ” Counter Strikea ” .",2
"Kat se našla u ljubavnom trokutu između Marcusa i Justina , dok se njezina najbolja prijateljica Jenn našla u svom ljubavnom trokutu koji se pojavljuje blizu polovice sezone .",1
Zemlja : SAD,1
Koja bi ih dovela do teškog prikrivanja i zavjere .,0
"Pa , izbor je tvoj .",1
"Kevin Bacon glumi Jackie Rohr , zlobnog agenta FBI-a koji radi na rješavanju slučaja u središtu priče , a istovremeno pokušava služiti vlastitom egu .",1
"Ali opet , to je samo pitanje mišljenja .",1
Trajanje filma : 01 : 42 : 00,1
Živio je u velikoj kući koja se zvala Doom Manor zajedno s Jane ( Diane Guerrero – Narančasta je nova crna TV serija itd . ),1
Vidjet će to za nekoliko mjeseci .,1
Samo pisanje je izvrsno i postoje trenuci u kojima može biti prilično opasan .,0
Ovo je još jedna serija koja je privukla moju pažnju kad sam je vidio prije vise od godinu dana .,1
"Ali uzmemo li u obzir da je gluma katastrofalna i više nego patetična , onda u inteligenciju i ponašanje likova te njihove postupke , neću zalaziti .",0
"Dakle , ovo je stvarno čvrsta parcela .",2
"Bilo je i nekoliko kratkih akcijskih sekvenci , ali za mene je to bilo uistinu zadovoljavajuće jer je vrhunac bio spektakularan s nekim iznenađenjima na putu .",2
Primjetili ste da ovih dana imam dosta slobodnog vremena pa me zato ovakvi filmovi i zanimaju .,1
"Naravno , izgled uvijek vara i čovjek se ne kraju razočara .",0
"Tempo filma veoma je brz i bez problema prelazi sve konflikte u samoj priči , što čini tiše i mirnije trenutke veoma teškima za gledanje .",0
Na neki je način Spinning Out priča o dvije strane .,1
"Kao što sam ranije spomenuo , serija je govorila o posjedovanju demona i egzorcizmu koji se odnosi na njih .",1
"Ali Lusi će se okrenuti protiv njih , sa 100% svog moždanog kapaciteta .",1
Ximi : Ludi naučnik ne može sanjati pa otima djecu kojoj ulazi u snove .,1
Dan Trachtenberg je reditelj filma kojem je ovo filmski debi i nadamo se da će nas i u budućnosti častiti ovako fantastičnim filmovima .,2
Zemlja : Kina,1
